blank,k,E,EF
,0.2771,2.3343,
,0.2887,2.3335,
,0.3002,2.3364,
,0.3118,2.3414,
,0.3233,2.3491,
,0.3349,2.3592,
,0.3464,2.3715,
,0.358,2.3855,
,0.3695,2.4025,
,0.3811,2.4212,
,0.3926,2.4418,
,0.4041,2.4647,
,0.4157,2.4889,
,0.4272,2.5156,
,0.4388,2.5426,
,0.4503,2.5718,
,0.4619,2.6015,
,0.4734,2.6316,
,0.485,2.6626,
,0.4965,2.6927,
,0.5081,2.7209,
,0.5196,2.7461,
,0.5312,2.7675,
,0.5427,2.7844,
,0.5543,2.7966,
,0.5658,2.8029,
,0.5774,2.8048,
,0.584,2.8046,
,0.5907,2.8041,
,0.5974,2.8032,
,0.604,2.8018,
,0.6107,2.8007,
,0.6174,2.7992,
,0.624,2.7977,
,0.6307,2.7961,
,0.6374,2.7944,
,0.644,2.793,
,0.6507,2.7916,
,0.6574,2.7902,
,0.664,2.7889,
,0.6707,2.7876,
,0.6774,2.7858,
,0.684,2.7837,
,0.6907,2.7826,
,0.6974,2.7816,
,0.704,2.7807,
,0.7107,2.7804,
,0.7174,2.7803,
,0.724,2.7802,
,0.7307,2.7805,
,0.7374,2.7812,
,0.744,2.7818,
,0.7507,2.7831,
,0.7574,2.7848,
,0.764,2.787,
,0.7707,2.7898,
,0.7774,2.7933,
,0.784,2.7977,
,0.7907,2.8026,
,0.7974,2.8083,
,0.804,2.8144,
,0.8107,2.8219,
,0.8174,2.8303,
,0.824,2.8395,
,0.8307,2.8498,
,0.8374,2.8612,
,0.844,2.8734,
,0.8507,2.8864,
,0.8574,2.8997,
,0.864,2.914,
,0.8707,2.9288,
,0.8774,2.9441,
,0.884,2.9591,
,0.8907,2.9744,
,0.8974,2.9893,
,0.904,3.0037,
,0.9107,3.0142,
,0.924,2.9935,
,0.9374,2.9735,
,0.9507,2.9593,
,0.964,2.9527,
,0.9774,2.953,
,0.9907,2.9599,
,1.004,2.9711,
,1.0174,2.9864,
,1.0307,3.0028,
,1.044,3.0213,
,1.0574,3.0401,
,1.0707,3.0554,
,1.084,3.032,
,1.0974,3.0028,
,1.1107,2.9692,
,1.124,2.9322,
,1.1374,2.8921,
,1.1507,2.8504,
,1.164,2.8084,
,1.1774,2.7697,
,1.1907,2.7369,
,1.204,2.716,
,1.2174,2.7109,
,1.2307,2.7227,
,1.244,2.7478,
,1.2574,2.7819,
,1.2707,2.7918,
,1.284,2.7327,
,1.2974,2.674,
,1.3107,2.6155,
,1.324,2.559,
,1.3374,2.5043,
,1.3507,2.4547,
,1.364,2.4439,
,1.3774,2.5031,
,1.3907,2.5676,
,1.404,2.6321,
,1.4174,2.6951,
,1.4307,2.7542,
,1.444,2.8092,
,1.4574,2.86,
,1.4707,2.9043,
,1.484,2.9437,
,1.4974,2.9768,
,1.5107,3.004,
,1.524,3.0251,
,1.5374,3.0417,
,1.5507,3.052,
,1.564,3.0595,
,1.5774,3.0627,
,,,
,0,3.0629,
,0.0115,3.0625,
,0.0231,3.0683,
,0.0346,3.074,
,0.0462,3.0833,
,0.0577,3.0959,
,0.0693,3.1103,
,0.0808,3.1276,
,0.0924,3.1451,
,0.1039,3.1593,
,0.1155,3.1748,
,0.127,3.1926,
,0.1386,3.2127,
,0.1501,3.2348,
,0.1617,3.2586,
,0.1732,3.2868,
,0.1848,3.3166,
,0.1963,3.3487,
,0.2078,3.3836,
,0.2194,3.4218,
,0.2309,3.4622,
,0.2425,3.5048,
,0.254,3.5499,
,0.2656,3.5963,
,0.2771,3.6381,
,0.2887,3.6576,
,0.3002,3.6745,
,0.3118,3.6915,
,0.3233,3.7094,
,0.3349,3.729,
,0.3464,3.7494,
,0.358,3.7694,
,0.3695,3.7907,
,0.3811,3.8117,
,0.3926,3.833,
,0.4041,3.854,
,0.4157,3.8753,
,0.4272,3.8963,
,0.4388,3.9169,
,0.4503,3.9369,
,0.4619,3.9569,
,0.4734,3.976,
,0.485,3.9941,
,0.4965,4.0113,
,0.5081,4.0276,
,0.5196,4.042,
,0.5312,4.0549,
,0.5427,4.0655,
,0.5543,4.0739,
,0.5658,4.0781,
,0.5774,4.0796,
,0.584,4.0787,
,0.5907,4.0758,
,0.5974,4.0711,
,0.604,4.0643,
,0.6107,4.0556,
,0.6174,4.0449,
,0.624,4.0323,
,0.6307,4.0175,
,0.6374,4.0004,
,0.644,3.9813,
,0.6507,3.9602,
,0.6574,3.9369,
,0.664,3.9117,
,0.6707,3.8852,
,0.6774,3.8561,
,0.684,3.8271,
,0.6907,3.797,
,0.6974,3.7666,
,0.704,3.7359,
,0.7107,3.7059,
,0.7174,3.6759,
,0.724,3.6457,
,0.7307,3.6156,
,0.7374,3.5865,
,0.744,3.5569,
,0.7507,3.5287,
,0.7574,3.5005,
,0.764,3.4731,
,0.7707,3.4464,
,0.7774,3.4206,
,0.784,3.3955,
,0.7907,3.3708,
,0.7974,3.3471,
,0.804,3.3231,
,0.8107,3.3002,
,0.8174,3.2778,
,0.824,3.2554,
,0.8307,3.2344,
,0.8374,3.2136,
,0.844,3.1926,
,0.8507,3.1727,
,0.8574,3.1529,
,0.864,3.1339,
,0.8707,3.1159,
,0.8774,3.0978,
,0.884,3.0804,
,0.8907,3.0639,
,0.8974,3.0483,
,0.904,3.0333,
,0.9107,3.0222,
,0.924,3.0449,
,0.9374,3.0671,
,0.9507,3.085,
,0.964,3.0987,
,0.9774,3.1085,
,0.9907,3.1137,
,1.004,3.1153,
,1.0174,3.1127,
,1.0307,3.1054,
,1.044,3.0937,
,1.0574,3.077,
,1.0707,3.0614,
,1.084,3.0773,
,1.0974,3.0932,
,1.1107,3.1053,
,1.124,3.1148,
,1.1374,3.1204,
,1.1507,3.119,
,1.164,3.1111,
,1.1774,3.0955,
,1.1907,3.0714,
,1.204,3.0399,
,1.2174,3.0008,
,1.2307,2.9556,
,1.244,2.9044,
,1.2574,2.8491,
,1.2707,2.8203,
,1.284,2.8613,
,1.2974,2.9022,
,1.3107,2.9407,
,1.324,2.9761,
,1.3374,3.0049,
,1.3507,3.0291,
,1.364,3.0473,
,1.3774,3.0602,
,1.3907,3.0678,
,1.404,3.0718,
,1.4174,3.0735,
,1.4307,3.0738,
,1.444,3.074,
,1.4574,3.0743,
,1.4707,3.075,
,1.484,3.0759,
,1.4974,3.0767,
,1.5107,3.0776,
,1.524,3.0772,
,1.5374,3.0735,
,1.5507,3.068,
,1.564,3.0633,
,1.5774,3.0629,
,,,
,0,3.1002,
,0.0115,3.1004,
,0.0231,3.1019,
,0.0346,3.1047,
,0.0462,3.1094,
,0.0577,3.1164,
,0.0693,3.1244,
,0.0808,3.1341,
,0.0924,3.1464,
,0.1039,3.1677,
,0.1155,3.1919,
,0.127,3.2173,
,0.1386,3.2474,
,0.1501,3.278,
,0.1617,3.3112,
,0.1732,3.3468,
,0.1848,3.3845,
,0.1963,3.4249,
,0.2078,3.4658,
,0.2194,3.5089,
,0.2309,3.5556,
,0.2425,3.6031,
,0.254,3.6271,
,0.2656,3.6368,
,0.2771,3.6555,
,0.2887,3.7001,
,0.3002,3.7519,
,0.3118,3.8048,
,0.3233,3.8579,
,0.3349,3.9112,
,0.3464,3.9657,
,0.358,4.019,
,0.3695,4.0736,
,0.3811,4.127,
,0.3926,4.1782,
,0.4041,4.2287,
,0.4157,4.2781,
,0.4272,4.3263,
,0.4388,4.3706,
,0.4503,4.4132,
,0.4619,4.4529,
,0.4734,4.489,
,0.485,4.5227,
,0.4965,4.5522,
,0.5081,4.5788,
,0.5196,4.6018,
,0.5312,4.6206,
,0.5427,4.6359,
,0.5543,4.6474,
,0.5658,4.653,
,0.5774,4.6547,
,0.584,4.6545,
,0.5907,4.6539,
,0.5974,4.6528,
,0.604,4.6514,
,0.6107,4.6494,
,0.6174,4.6472,
,0.624,4.6446,
,0.6307,4.6416,
,0.6374,4.6369,
,0.644,4.6279,
,0.6507,4.5963,
,0.6574,4.5655,
,0.664,4.538,
,0.6707,4.5136,
,0.6774,4.4916,
,0.684,4.4728,
,0.6907,4.4565,
,0.6974,4.442,
,0.704,4.4299,
,0.7107,4.4195,
,0.7174,4.411,
,0.724,4.404,
,0.7307,4.3974,
,0.7374,4.3925,
,0.744,4.3874,
,0.7507,4.3834,
,0.7574,4.3798,
,0.764,4.3763,
,0.7707,4.3726,
,0.7774,4.3705,
,0.784,4.3689,
,0.7907,4.3664,
,0.7974,4.3633,
,0.804,4.3593,
,0.8107,4.3556,
,0.8174,4.3516,
,0.824,4.3477,
,0.8307,4.3427,
,0.8374,4.3364,
,0.844,4.3288,
,0.8507,4.3209,
,0.8574,4.3138,
,0.864,4.3073,
,0.8707,4.3021,
,0.8774,4.2977,
,0.884,4.295,
,0.8907,4.2926,
,0.8974,4.2918,
,0.904,4.2925,
,0.9107,4.2923,
,0.924,4.2915,
,0.9374,4.2887,
,0.9507,4.2861,
,0.964,4.2845,
,0.9774,4.2832,
,0.9907,4.2819,
,1.004,4.2797,
,1.0174,4.2744,
,1.0307,4.266,
,1.044,4.2549,
,1.0574,4.2392,
,1.0707,4.2191,
,1.084,4.194,
,1.0974,4.1652,
,1.1107,4.1327,
,1.124,4.0981,
,1.1374,4.0634,
,1.1507,4.0293,
,1.164,3.9975,
,1.1774,3.9705,
,1.1907,3.9476,
,1.204,3.9024,
,1.2174,3.8546,
,1.2307,3.8092,
,1.244,3.7636,
,1.2574,3.7192,
,1.2707,3.6779,
,1.284,3.638,
,1.2974,3.6018,
,1.3107,3.5677,
,1.324,3.5384,
,1.3374,3.5112,
,1.3507,3.4873,
,1.364,3.4651,
,1.3774,3.4429,
,1.3907,3.4176,
,1.404,3.3906,
,1.4174,3.3618,
,1.4307,3.3287,
,1.444,3.2937,
,1.4574,3.259,
,1.4707,3.2254,
,1.484,3.1938,
,1.4974,3.1659,
,1.5107,3.1416,
,1.524,3.1217,
,1.5374,3.1089,
,1.5507,3.1024,
,1.564,3.1007,
,1.5774,3.1002,
,,,
,0,4.1309,
,0.0115,4.1198,
,0.0231,4.0985,
,0.0346,4.0708,
,0.0462,4.0379,
,0.0577,4.0029,
,0.0693,3.9639,
,0.0808,3.9227,
,0.0924,3.882,
,0.1039,3.843,
,0.1155,3.8055,
,0.127,3.7704,
,0.1386,3.7391,
,0.1501,3.7102,
,0.1617,3.6838,
,0.1732,3.6632,
,0.1848,3.6466,
,0.1963,3.6336,
,0.2078,3.6249,
,0.2194,3.6202,
,0.2309,3.6189,
,0.2425,3.6215,
,0.254,3.6534,
,0.2656,3.7068,
,0.2771,3.7622,
,0.2887,3.8192,
,0.3002,3.8789,
,0.3118,3.9389,
,0.3233,4.0015,
,0.3349,4.0647,
,0.3464,4.1297,
,0.358,4.1941,
,0.3695,4.2613,
,0.3811,4.3254,
,0.3926,4.3899,
,0.4041,4.4551,
,0.4157,4.519,
,0.4272,4.5819,
,0.4388,4.6405,
,0.4503,4.6971,
,0.4619,4.7519,
,0.4734,4.8011,
,0.485,4.8458,
,0.4965,4.886,
,0.5081,4.923,
,0.5196,4.9561,
,0.5312,4.984,
,0.5427,5.0048,
,0.5543,5.0211,
,0.5658,5.0303,
,0.5774,5.0337,
,0.584,5.0177,
,0.5907,4.9795,
,0.5974,4.9331,
,0.604,4.8844,
,0.6107,4.8372,
,0.6174,4.7918,
,0.624,4.7474,
,0.6307,4.7058,
,0.6374,4.6661,
,0.644,4.6364,
,0.6507,4.6302,
,0.6574,4.6245,
,0.664,4.6191,
,0.6707,4.6134,
,0.6774,4.6068,
,0.684,4.5999,
,0.6907,4.5925,
,0.6974,4.5848,
,0.704,4.5767,
,0.7107,4.5682,
,0.7174,4.5596,
,0.724,4.55,
,0.7307,4.5401,
,0.7374,4.5295,
,0.744,4.5181,
,0.7507,4.5067,
,0.7574,4.4947,
,0.764,4.4822,
,0.7707,4.4689,
,0.7774,4.4569,
,0.784,4.4443,
,0.7907,4.4315,
,0.7974,4.4182,
,0.804,4.4037,
,0.8107,4.3909,
,0.8174,4.378,
,0.824,4.3666,
,0.8307,4.3562,
,0.8374,4.3471,
,0.844,4.3403,
,0.8507,4.3349,
,0.8574,4.3301,
,0.864,4.3255,
,0.8707,4.3213,
,0.8774,4.3169,
,0.884,4.3133,
,0.8907,4.3094,
,0.8974,4.3059,
,0.904,4.3045,
,0.9107,4.303,
,0.924,4.3087,
,0.9374,4.3182,
,0.9507,4.3324,
,0.964,4.3483,
,0.9774,4.3641,
,0.9907,4.3781,
,1.004,4.3887,
,1.0174,4.3933,
,1.0307,4.3915,
,1.044,4.384,
,1.0574,4.3674,
,1.0707,4.3438,
,1.084,4.3138,
,1.0974,4.2783,
,1.1107,4.2367,
,1.124,4.1929,
,1.1374,4.1473,
,1.1507,4.099,
,1.164,4.0504,
,1.1774,4.0013,
,1.1907,3.9535,
,1.204,3.935,
,1.2174,3.9262,
,1.2307,3.9238,
,1.244,3.9267,
,1.2574,3.9338,
,1.2707,3.9439,
,1.284,3.9568,
,1.2974,3.9721,
,1.3107,3.9842,
,1.324,3.9872,
,1.3374,3.9682,
,1.3507,3.9356,
,1.364,3.901,
,1.3774,3.8702,
,1.3907,3.8441,
,1.404,3.8275,
,1.4174,3.819,
,1.4307,3.8173,
,1.444,3.8243,
,1.4574,3.8412,
,1.4707,3.8665,
,1.484,3.898,
,1.4974,3.9355,
,1.5107,3.9745,
,1.524,4.0145,
,1.5374,4.0533,
,1.5507,4.0877,
,1.564,4.1165,
,1.5774,4.1309,
,,,
,0,4.1316,
,0.0115,4.1204,
,0.0231,4.1005,
,0.0346,4.0788,
,0.0462,4.0577,
,0.0577,4.0392,
,0.0693,4.0212,
,0.0808,4.0065,
,0.0924,3.9929,
,0.1039,3.9851,
,0.1155,3.9799,
,0.127,3.9774,
,0.1386,3.9797,
,0.1501,3.9844,
,0.1617,3.9933,
,0.1732,4.0061,
,0.1848,4.0226,
,0.1963,4.0428,
,0.2078,4.0648,
,0.2194,4.0908,
,0.2309,4.1201,
,0.2425,4.1504,
,0.254,4.1833,
,0.2656,4.2185,
,0.2771,4.2537,
,0.2887,4.2907,
,0.3002,4.3277,
,0.3118,4.3627,
,0.3233,4.4003,
,0.3349,4.4371,
,0.3464,4.4742,
,0.358,4.5109,
,0.3695,4.5507,
,0.3811,4.5864,
,0.3926,4.6256,
,0.4041,4.6658,
,0.4157,4.7074,
,0.4272,4.7498,
,0.4388,4.7932,
,0.4503,4.8375,
,0.4619,4.8822,
,0.4734,4.9264,
,0.485,4.9703,
,0.4965,5.011,
,0.5081,5.0484,
,0.5196,5.0804,
,0.5312,5.1094,
,0.5427,5.1331,
,0.5543,5.1516,
,0.5658,5.1586,
,0.5774,5.1621,
,0.584,5.1632,
,0.5907,5.1643,
,0.5974,5.1662,
,0.604,5.1704,
,0.6107,5.1739,
,0.6174,5.178,
,0.624,5.1828,
,0.6307,5.1883,
,0.6374,5.1942,
,0.644,5.2027,
,0.6507,5.2096,
,0.6574,5.2171,
,0.664,5.2241,
,0.6707,5.2332,
,0.6774,5.2406,
,0.684,5.251,
,0.6907,5.2606,
,0.6974,5.2706,
,0.704,5.2809,
,0.7107,5.292,
,0.7174,5.3042,
,0.724,5.3168,
,0.7307,5.328,
,0.7374,5.3401,
,0.744,5.3508,
,0.7507,5.3631,
,0.7574,5.3766,
,0.764,5.389,
,0.7707,5.3884,
,0.7774,5.3797,
,0.784,5.3716,
,0.7907,5.364,
,0.7974,5.3558,
,0.804,5.3468,
,0.8107,5.3393,
,0.8174,5.3321,
,0.824,5.3257,
,0.8307,5.3195,
,0.8374,5.3138,
,0.844,5.3086,
,0.8507,5.3038,
,0.8574,5.3001,
,0.864,5.297,
,0.8707,5.2946,
,0.8774,5.2921,
,0.884,5.2909,
,0.8907,5.2895,
,0.8974,5.2885,
,0.904,5.2892,
,0.9107,5.2885,
,0.924,5.2898,
,0.9374,5.2875,
,0.9507,5.2852,
,0.964,5.2816,
,0.9774,5.2769,
,0.9907,5.2716,
,1.004,5.267,
,1.0174,5.2632,
,1.0307,5.2595,
,1.044,5.2584,
,1.0574,5.2575,
,1.0707,5.258,
,1.084,5.2173,
,1.0974,5.1545,
,1.1107,5.091,
,1.124,5.026,
,1.1374,4.9624,
,1.1507,4.897,
,1.164,4.8339,
,1.1774,4.7679,
,1.1907,4.6997,
,1.204,4.634,
,1.2174,4.5657,
,1.2307,4.4979,
,1.244,4.4314,
,1.2574,4.3642,
,1.2707,4.2999,
,1.284,4.2382,
,1.2974,4.1822,
,1.3107,4.1305,
,1.324,4.0944,
,1.3374,4.0827,
,1.3507,4.0761,
,1.364,4.029,
,1.3774,3.9911,
,1.3907,3.9635,
,1.404,3.9468,
,1.4174,3.9397,
,1.4307,3.9395,
,1.444,3.9457,
,1.4574,3.9575,
,1.4707,3.9728,
,1.484,3.9899,
,1.4974,4.0087,
,1.5107,4.029,
,1.524,4.0512,
,1.5374,4.0742,
,1.5507,4.096,
,1.564,4.118,
,1.5774,4.1316,
,,,
,0,4.1864,
,0.0115,4.1925,
,0.0231,4.208,
,0.0346,4.2256,
,0.0462,4.2424,
,0.0577,4.2599,
,0.0693,4.2771,
,0.0808,4.2932,
,0.0924,4.309,
,0.1039,4.3248,
,0.1155,4.3414,
,0.127,4.3587,
,0.1386,4.3765,
,0.1501,4.3907,
,0.1617,4.4046,
,0.1732,4.4193,
,0.1848,4.434,
,0.1963,4.4504,
,0.2078,4.468,
,0.2194,4.4859,
,0.2309,4.5062,
,0.2425,4.5287,
,0.254,4.5535,
,0.2656,4.5809,
,0.2771,4.6103,
,0.2887,4.6436,
,0.3002,4.6788,
,0.3118,4.7161,
,0.3233,4.7552,
,0.3349,4.7955,
,0.3464,4.8371,
,0.358,4.8796,
,0.3695,4.9232,
,0.3811,4.9651,
,0.3926,5.0062,
,0.4041,5.0453,
,0.4157,5.0817,
,0.4272,5.1153,
,0.4388,5.1444,
,0.4503,5.1691,
,0.4619,5.1893,
,0.4734,5.2046,
,0.485,5.2159,
,0.4965,5.2235,
,0.5081,5.2282,
,0.5196,5.2307,
,0.5312,5.2317,
,0.5427,5.2319,
,0.5543,5.2319,
,0.5658,5.2303,
,0.5774,5.23,
,0.584,5.248,
,0.5907,5.2908,
,0.5974,5.3446,
,0.604,5.3573,
,0.6107,5.3598,
,0.6174,5.3644,
,0.624,5.3703,
,0.6307,5.3761,
,0.6374,5.3823,
,0.644,5.3898,
,0.6507,5.3969,
,0.6574,5.4039,
,0.664,5.4109,
,0.6707,5.4178,
,0.6774,5.4238,
,0.684,5.4306,
,0.6907,5.436,
,0.6974,5.4403,
,0.704,5.4425,
,0.7107,5.443,
,0.7174,5.4426,
,0.724,5.439,
,0.7307,5.4345,
,0.7374,5.4292,
,0.744,5.4215,
,0.7507,5.4139,
,0.7574,5.4061,
,0.764,5.3974,
,0.7707,5.4015,
,0.7774,5.4153,
,0.784,5.4295,
,0.7907,5.4436,
,0.7974,5.4558,
,0.804,5.4672,
,0.8107,5.4786,
,0.8174,5.4894,
,0.824,5.4998,
,0.8307,5.5104,
,0.8374,5.5202,
,0.844,5.5283,
,0.8507,5.5364,
,0.8574,5.544,
,0.864,5.5507,
,0.8707,5.5571,
,0.8774,5.5629,
,0.884,5.5688,
,0.8907,5.5738,
,0.8974,5.5785,
,0.904,5.583,
,0.9107,5.5858,
,0.924,5.5819,
,0.9374,5.582,
,0.9507,5.5854,
,0.964,5.5936,
,0.9774,5.5846,
,0.9907,5.5642,
,1.004,5.5352,
,1.0174,5.4957,
,1.0307,5.4472,
,1.044,5.395,
,1.0574,5.3376,
,1.0707,5.2791,
,1.084,5.2571,
,1.0974,5.2555,
,1.1107,5.2507,
,1.124,5.2373,
,1.1374,5.1997,
,1.1507,5.1412,
,1.164,5.0777,
,1.1774,5.0105,
,1.1907,4.9358,
,1.204,4.8638,
,1.2174,4.7878,
,1.2307,4.7121,
,1.244,4.6373,
,1.2574,4.5576,
,1.2707,4.4809,
,1.284,4.4062,
,1.2974,4.3342,
,1.3107,4.2631,
,1.324,4.1949,
,1.3374,4.1319,
,1.3507,4.0932,
,1.364,4.1111,
,1.3774,4.1318,
,1.3907,4.1517,
,1.404,4.172,
,1.4174,4.1909,
,1.4307,4.2073,
,1.444,4.2213,
,1.4574,4.2325,
,1.4707,4.2424,
,1.484,4.2467,
,1.4974,4.2471,
,1.5107,4.244,
,1.524,4.2373,
,1.5374,4.2258,
,1.5507,4.2106,
,1.564,4.1948,
,1.5774,4.1864,
,,,
,0,4.1873,
,0.0115,4.1952,
,0.0231,4.2171,
,0.0346,4.2407,
,0.0462,4.2647,
,0.0577,4.2901,
,0.0693,4.3125,
,0.0808,4.3345,
,0.0924,4.354,
,0.1039,4.3742,
,0.1155,4.3922,
,0.127,4.4082,
,0.1386,4.4244,
,0.1501,4.4386,
,0.1617,4.4523,
,0.1732,4.4659,
,0.1848,4.4795,
,0.1963,4.4942,
,0.2078,4.5066,
,0.2194,4.5221,
,0.2309,4.5392,
,0.2425,4.557,
,0.254,4.5781,
,0.2656,4.6041,
,0.2771,4.6318,
,0.2887,4.6631,
,0.3002,4.6984,
,0.3118,4.7347,
,0.3233,4.7757,
,0.3349,4.8189,
,0.3464,4.8652,
,0.358,4.911,
,0.3695,4.9605,
,0.3811,5.0084,
,0.3926,5.0549,
,0.4041,5.1009,
,0.4157,5.1464,
,0.4272,5.1873,
,0.4388,5.2245,
,0.4503,5.257,
,0.4619,5.287,
,0.4734,5.3096,
,0.485,5.3266,
,0.4965,5.3383,
,0.5081,5.3451,
,0.5196,5.349,
,0.5312,5.3509,
,0.5427,5.3507,
,0.5543,5.3524,
,0.5658,5.3497,
,0.5774,5.3493,
,0.584,5.3498,
,0.5907,5.3511,
,0.5974,5.3533,
,0.604,5.4035,
,0.6107,5.4654,
,0.6174,5.5287,
,0.624,5.5771,
,0.6307,5.5756,
,0.6374,5.5728,
,0.644,5.5707,
,0.6507,5.5679,
,0.6574,5.5646,
,0.664,5.5614,
,0.6707,5.5583,
,0.6774,5.5545,
,0.684,5.5509,
,0.6907,5.5484,
,0.6974,5.5476,
,0.704,5.5481,
,0.7107,5.5509,
,0.7174,5.5557,
,0.724,5.5613,
,0.7307,5.5674,
,0.7374,5.5756,
,0.744,5.5837,
,0.7507,5.592,
,0.7574,5.6009,
,0.764,5.6089,
,0.7707,5.6165,
,0.7774,5.6241,
,0.784,5.6319,
,0.7907,5.6381,
,0.7974,5.6433,
,0.804,5.6465,
,0.8107,5.6497,
,0.8174,5.6511,
,0.824,5.6511,
,0.8307,5.6506,
,0.8374,5.648,
,0.844,5.6445,
,0.8507,5.6398,
,0.8574,5.6343,
,0.864,5.6276,
,0.8707,5.6214,
,0.8774,5.6142,
,0.884,5.6081,
,0.8907,5.6022,
,0.8974,5.5958,
,0.904,5.5908,
,0.9107,5.586,
,0.924,5.5951,
,0.9374,5.5986,
,0.9507,5.5983,
,0.964,5.595,
,0.9774,5.6054,
,0.9907,5.6174,
,1.004,5.6248,
,1.0174,5.618,
,1.0307,5.6006,
,1.044,5.5716,
,1.0574,5.5332,
,1.0707,5.4898,
,1.084,5.4412,
,1.0974,5.3921,
,1.1107,5.3405,
,1.124,5.2946,
,1.1374,5.2699,
,1.1507,5.2609,
,1.164,5.2557,
,1.1774,5.2514,
,1.1907,5.2466,
,1.204,5.2409,
,1.2174,5.2324,
,1.2307,5.2204,
,1.244,5.2028,
,1.2574,5.1772,
,1.2707,5.1461,
,1.284,5.1094,
,1.2974,5.0712,
,1.3107,5.0251,
,1.324,4.977,
,1.3374,4.9261,
,1.3507,4.8758,
,1.364,4.8259,
,1.3774,4.7765,
,1.3907,4.7262,
,1.404,4.6781,
,1.4174,4.6314,
,1.4307,4.5839,
,1.444,4.5377,
,1.4574,4.4937,
,1.4707,4.4513,
,1.484,4.4095,
,1.4974,4.3687,
,1.5107,4.3294,
,1.524,4.2933,
,1.5374,4.2585,
,1.5507,4.2256,
,1.564,4.198,
,1.5774,4.1873,
,,,
,0,5.2273,
,0.0115,5.2265,
,0.0231,5.2249,
,0.0346,5.2218,
,0.0462,5.2172,
,0.0577,5.2146,
,0.0693,5.2102,
,0.0808,5.2102,
,0.0924,5.2134,
,0.1039,5.2195,
,0.1155,5.2305,
,0.127,5.2446,
,0.1386,5.2645,
,0.1501,5.2845,
,0.1617,5.3081,
,0.1732,5.3347,
,0.1848,5.3619,
,0.1963,5.3759,
,0.2078,5.388,
,0.2194,5.4008,
,0.2309,5.4142,
,0.2425,5.4245,
,0.254,5.4364,
,0.2656,5.4479,
,0.2771,5.4581,
,0.2887,5.4689,
,0.3002,5.4808,
,0.3118,5.4883,
,0.3233,5.4982,
,0.3349,5.5045,
,0.3464,5.5118,
,0.358,5.5189,
,0.3695,5.5294,
,0.3811,5.5355,
,0.3926,5.5425,
,0.4041,5.551,
,0.4157,5.5598,
,0.4272,5.5707,
,0.4388,5.5805,
,0.4503,5.5774,
,0.4619,5.5757,
,0.4734,5.5746,
,0.485,5.575,
,0.4965,5.5753,
,0.5081,5.5774,
,0.5196,5.5792,
,0.5312,5.581,
,0.5427,5.5824,
,0.5543,5.5842,
,0.5658,5.5834,
,0.5774,5.583,
,0.584,5.5831,
,0.5907,5.5827,
,0.5974,5.5821,
,0.604,5.5813,
,0.6107,5.5802,
,0.6174,5.5789,
,0.624,5.5917,
,0.6307,5.6525,
,0.6374,5.7075,
,0.644,5.7534,
,0.6507,5.7845,
,0.6574,5.8023,
,0.664,5.8138,
,0.6707,5.8207,
,0.6774,5.8257,
,0.684,5.8297,
,0.6907,5.8332,
,0.6974,5.8357,
,0.704,5.839,
,0.7107,5.843,
,0.7174,5.8475,
,0.724,5.8505,
,0.7307,5.8521,
,0.7374,5.8565,
,0.744,5.8588,
,0.7507,5.8627,
,0.7574,5.867,
,0.764,5.8704,
,0.7707,5.874,
,0.7774,5.8795,
,0.784,5.8838,
,0.7907,5.8819,
,0.7974,5.8698,
,0.804,5.8574,
,0.8107,5.8465,
,0.8174,5.8365,
,0.824,5.8286,
,0.8307,5.8223,
,0.8374,5.8184,
,0.844,5.8142,
,0.8507,5.8121,
,0.8574,5.8103,
,0.864,5.8098,
,0.8707,5.8106,
,0.8774,5.8111,
,0.884,5.8122,
,0.8907,5.8132,
,0.8974,5.8138,
,0.904,5.8138,
,0.9107,5.8131,
,0.924,5.8148,
,0.9374,5.8115,
,0.9507,5.8044,
,0.964,5.7955,
,0.9774,5.7846,
,0.9907,5.7711,
,1.004,5.7595,
,1.0174,5.7529,
,1.0307,5.751,
,1.044,5.756,
,1.0574,5.7623,
,1.0707,5.7669,
,1.084,5.7672,
,1.0974,5.7639,
,1.1107,5.7557,
,1.124,5.7429,
,1.1374,5.7274,
,1.1507,5.7058,
,1.164,5.6832,
,1.1774,5.6558,
,1.1907,5.6249,
,1.204,5.5957,
,1.2174,5.5637,
,1.2307,5.5345,
,1.244,5.5062,
,1.2574,5.4821,
,1.2707,5.4628,
,1.284,5.4477,
,1.2974,5.4366,
,1.3107,5.4257,
,1.324,5.4176,
,1.3374,5.4061,
,1.3507,5.3949,
,1.364,5.3834,
,1.3774,5.3708,
,1.3907,5.3568,
,1.404,5.333,
,1.4174,5.3032,
,1.4307,5.2759,
,1.444,5.2526,
,1.4574,5.2329,
,1.4707,5.2224,
,1.484,5.2152,
,1.4974,5.2107,
,1.5107,5.2111,
,1.524,5.2151,
,1.5374,5.2195,
,1.5507,5.223,
,1.564,5.226,
,1.5774,5.2273,
,,,
,0,5.2284,
,0.0115,5.2288,
,0.0231,5.2309,
,0.0346,5.2335,
,0.0462,5.2373,
,0.0577,5.2436,
,0.0693,5.2495,
,0.0808,5.2569,
,0.0924,5.2628,
,0.1039,5.2727,
,0.1155,5.2845,
,0.127,5.2965,
,0.1386,5.3106,
,0.1501,5.3231,
,0.1617,5.3362,
