k,E,EF
0.5255,-4.7739,
0.543,-4.7755,
0.5606,-4.7759,
0.5781,-4.7749,
0.5956,-4.7722,
0.6131,-4.7679,
0.6306,-4.762,
0.6481,-4.7547,
0.6657,-4.7464,
0.6832,-4.738,
0.7007,-4.7305,
0.7182,-4.7255,
0.7357,-4.7241,
0.7533,-4.7259,
0.7708,-4.7295,
0.7883,-4.7341,
0.8058,-4.7392,
0.8233,-4.7446,
0.8408,-4.7502,
0.8584,-4.7558,
0.8759,-4.7613,
0.8934,-4.7667,
0.9109,-4.7717,
0.9284,-4.7764,
0.9459,-4.7806,
0.9635,-4.7843,
0.981,-4.7872,
0.9985,-4.7894,
1.016,-4.7907,
1.0335,-4.7912,
,,
0,-4.6721,
0.0175,-4.6723,
0.035,-4.6728,
0.0526,-4.6737,
0.0701,-4.6749,
0.0876,-4.6763,
0.1051,-4.678,
0.1226,-4.68,
0.1401,-4.6823,
0.1577,-4.6847,
0.1752,-4.6874,
0.1927,-4.6903,
0.2102,-4.6933,
0.2277,-4.6964,
0.2452,-4.6995,
0.2628,-4.7025,
0.2803,-4.7052,
0.2978,-4.7071,
0.3153,-4.7077,
0.3328,-4.7063,
0.3504,-4.7029,
0.3679,-4.6984,
0.3854,-4.6934,
0.4029,-4.6885,
0.4204,-4.684,
0.4379,-4.6801,
0.4555,-4.6769,
0.473,-4.6744,
0.4905,-4.6726,
0.508,-4.6716,
0.5255,-4.6711,
0.543,-4.6713,
0.5606,-4.6721,
0.5781,-4.6734,
0.5956,-4.6752,
0.6131,-4.6775,
0.6306,-4.6801,
0.6481,-4.6828,
0.6657,-4.6856,
0.6832,-4.6878,
0.7007,-4.6887,
0.7182,-4.6869,
0.7357,-4.6813,
0.7533,-4.6729,
0.7708,-4.6632,
0.7883,-4.654,
0.8058,-4.6476,
0.8233,-4.6446,
0.8408,-4.6433,
0.8584,-4.6427,
0.8759,-4.6424,
0.8934,-4.6422,
0.9109,-4.642,
0.9284,-4.6419,
0.9459,-4.6419,
0.9635,-4.6418,
0.981,-4.6418,
0.9985,-4.6418,
1.016,-4.6418,
1.0335,-4.6418,
,,
0,-4.6382,
0.0175,-4.6382,
0.035,-4.6382,
0.0526,-4.6382,
0.0701,-4.6383,
0.0876,-4.6383,
0.1051,-4.6384,
0.1226,-4.6385,
0.1401,-4.6385,
0.1577,-4.6386,
0.1752,-4.6387,
0.1927,-4.6388,
0.2102,-4.6388,
0.2277,-4.6389,
0.2452,-4.6389,
0.2628,-4.6389,
0.2803,-4.6389,
0.2978,-4.6389,
0.3153,-4.6388,
0.3328,-4.6387,
0.3504,-4.6386,
0.3679,-4.6385,
0.3854,-4.6383,
0.4029,-4.6381,
0.4204,-4.638,
0.4379,-4.6378,
0.4555,-4.6376,
0.473,-4.6375,
0.4905,-4.6374,
0.508,-4.6374,
0.5255,-4.6375,
0.543,-4.6377,
0.5606,-4.6378,
0.5781,-4.638,
0.5956,-4.6383,
0.6131,-4.6385,
0.6306,-4.6387,
0.6481,-4.6388,
0.6657,-4.6389,
0.6832,-4.639,
0.7007,-4.639,
0.7182,-4.639,
0.7357,-4.6388,
0.7533,-4.6383,
0.7708,-4.6374,
0.7883,-4.6353,
0.8058,-4.6302,
0.8233,-4.6219,
0.8408,-4.6124,
0.8584,-4.6032,
0.8759,-4.5949,
0.8934,-4.5881,
0.9109,-4.583,
0.9284,-4.5793,
0.9459,-4.5767,
0.9635,-4.575,
0.981,-4.5738,
0.9985,-4.5731,
1.016,-4.5727,
1.0335,-4.5726,
,,
0,-4.6292,
0.0175,-4.629,
0.035,-4.6283,
0.0526,-4.6273,
0.0701,-4.6259,
0.0876,-4.6242,
0.1051,-4.6223,
0.1226,-4.6203,
0.1401,-4.6182,
0.1577,-4.616,
0.1752,-4.6138,
0.1927,-4.6117,
0.2102,-4.6095,
0.2277,-4.6074,
0.2452,-4.6054,
0.2628,-4.6034,
0.2803,-4.6015,
0.2978,-4.5997,
0.3153,-4.5979,
0.3328,-4.5962,
0.3504,-4.5945,
0.3679,-4.593,
0.3854,-4.5914,
0.4029,-4.5899,
0.4204,-4.5884,
0.4379,-4.5869,
0.4555,-4.5854,
0.473,-4.584,
0.4905,-4.5825,
0.508,-4.581,
0.5255,-4.5795,
0.543,-4.578,
0.5606,-4.5766,
0.5781,-4.5752,
0.5956,-4.5739,
0.6131,-4.5726,
0.6306,-4.5714,
0.6481,-4.5702,
0.6657,-4.5691,
0.6832,-4.568,
0.7007,-4.567,
0.7182,-4.566,
0.7357,-4.565,
0.7533,-4.564,
0.7708,-4.5629,
0.7883,-4.5618,
0.8058,-4.5606,
0.8233,-4.5591,
0.8408,-4.5573,
0.8584,-4.555,
0.8759,-4.552,
0.8934,-4.5481,
0.9109,-4.5436,
0.9284,-4.5386,
0.9459,-4.5339,
0.9635,-4.5298,
0.981,-4.5265,
0.9985,-4.5242,
1.016,-4.5228,
1.0335,-4.5223,
,,
0,-4.4867,
0.0175,-4.4867,
0.035,-4.4869,
0.0526,-4.4873,
0.0701,-4.4878,
0.0876,-4.4883,
0.1051,-4.4889,
0.1226,-4.4896,
0.1401,-4.4902,
0.1577,-4.4908,
0.1752,-4.4914,
0.1927,-4.492,
0.2102,-4.4925,
0.2277,-4.4928,
0.2452,-4.4931,
0.2628,-4.4933,
0.2803,-4.4933,
0.2978,-4.4931,
0.3153,-4.4928,
0.3328,-4.4924,
0.3504,-4.4917,
0.3679,-4.4909,
0.3854,-4.49,
0.4029,-4.489,
0.4204,-4.4879,
0.4379,-4.4868,
0.4555,-4.4857,
0.473,-4.4848,
0.4905,-4.484,
0.508,-4.4835,
0.5255,-4.4831,
0.543,-4.483,
0.5606,-4.4831,
0.5781,-4.4833,
0.5956,-4.4837,
0.6131,-4.4842,
0.6306,-4.4848,
0.6481,-4.4854,
0.6657,-4.486,
0.6832,-4.4867,
0.7007,-4.4873,
0.7182,-4.4879,
0.7357,-4.4885,
0.7533,-4.4891,
0.7708,-4.4896,
0.7883,-4.49,
0.8058,-4.4904,
0.8233,-4.4906,
0.8408,-4.4908,
0.8584,-4.4908,
0.8759,-4.4907,
0.8934,-4.4904,
0.9109,-4.49,
0.9284,-4.4894,
0.9459,-4.4887,
0.9635,-4.4879,
0.981,-4.4872,
0.9985,-4.4865,
1.016,-4.4861,
1.0335,-4.486,
,,
0,-4.464,
0.0175,-4.464,
0.035,-4.4639,
0.0526,-4.4638,
0.0701,-4.4637,
0.0876,-4.4635,
0.1051,-4.4633,
0.1226,-4.4632,
0.1401,-4.463,
0.1577,-4.4629,
0.1752,-4.4628,
0.1927,-4.4627,
0.2102,-4.4627,
0.2277,-4.4627,
0.2452,-4.4627,
0.2628,-4.4628,
0.2803,-4.4629,
0.2978,-4.463,
0.3153,-4.4631,
0.3328,-4.4633,
0.3504,-4.4634,
0.3679,-4.4635,
0.3854,-4.4637,
0.4029,-4.4638,
0.4204,-4.4638,
0.4379,-4.4638,
0.4555,-4.4637,
0.473,-4.4635,
0.4905,-4.4631,
0.508,-4.4627,
0.5255,-4.4622,
0.543,-4.4615,
0.5606,-4.4609,
0.5781,-4.4602,
0.5956,-4.4596,
0.6131,-4.459,
0.6306,-4.4584,
0.6481,-4.4579,
0.6657,-4.4574,
0.6832,-4.4569,
0.7007,-4.4565,
0.7182,-4.4561,
0.7357,-4.4556,
0.7533,-4.4551,
0.7708,-4.4546,
0.7883,-4.454,
0.8058,-4.4533,
0.8233,-4.4525,
0.8408,-4.4516,
0.8584,-4.4504,
0.8759,-4.449,
0.8934,-4.4472,
0.9109,-4.4451,
0.9284,-4.4425,
0.9459,-4.4396,
0.9635,-4.4363,
0.981,-4.433,
0.9985,-4.43,
1.016,-4.428,
1.0335,-4.4272,
,,
0,-4.3676,
0.0175,-4.3675,
0.035,-4.3672,
0.0526,-4.3666,
0.0701,-4.3659,
0.0876,-4.3651,
0.1051,-4.3641,
0.1226,-4.3631,
0.1401,-4.3621,
0.1577,-4.3612,
0.1752,-4.3603,
0.1927,-4.3595,
0.2102,-4.3588,
0.2277,-4.3582,
0.2452,-4.3577,
0.2628,-4.3573,
0.2803,-4.3569,
0.2978,-4.3565,
0.3153,-4.356,
0.3328,-4.3555,
0.3504,-4.3549,
0.3679,-4.354,
0.3854,-4.3529,
0.4029,-4.3514,
0.4204,-4.3496,
0.4379,-4.3473,
0.4555,-4.3445,
0.473,-4.3412,
0.4905,-4.3373,
0.508,-4.3328,
0.5255,-4.3278,
0.543,-4.3222,
0.5606,-4.3161,
0.5781,-4.3095,
0.5956,-4.3026,
0.6131,-4.2954,
0.6306,-4.2881,
0.6481,-4.2807,
0.6657,-4.2734,
0.6832,-4.2664,
0.7007,-4.2599,
0.7182,-4.2541,
0.7357,-4.2491,
0.7533,-4.2454,
0.7708,-4.243,
0.7883,-4.2423,
0.8058,-4.2433,
0.8233,-4.2461,
0.8408,-4.2505,
0.8584,-4.2563,
0.8759,-4.2632,
0.8934,-4.271,
0.9109,-4.2792,
0.9284,-4.2877,
0.9459,-4.2961,
0.9635,-4.304,
0.981,-4.311,
0.9985,-4.3165,
1.016,-4.3202,
1.0335,-4.3215,
,,
0,-4.2809,
0.0175,-4.2808,
0.035,-4.2804,
0.0526,-4.2796,
0.0701,-4.2786,
0.0876,-4.2772,
0.1051,-4.2754,
0.1226,-4.2733,
0.1401,-4.2708,
0.1577,-4.2679,
0.1752,-4.2645,
0.1927,-4.2607,
0.2102,-4.2565,
0.2277,-4.2518,
0.2452,-4.2468,
0.2628,-4.2414,
0.2803,-4.2357,
0.2978,-4.2296,
0.3153,-4.2233,
0.3328,-4.2167,
0.3504,-4.21,
0.3679,-4.203,
0.3854,-4.1958,
0.4029,-4.1886,
0.4204,-4.1812,
0.4379,-4.1737,
0.4555,-4.1662,
0.473,-4.1586,
0.4905,-4.151,
0.508,-4.1434,
0.5255,-4.1358,
0.543,-4.1283,
0.5606,-4.1209,
0.5781,-4.1137,
0.5956,-4.1067,
0.6131,-4.1001,
0.6306,-4.0939,
0.6481,-4.0884,
0.6657,-4.084,
0.6832,-4.081,
0.7007,-4.0797,
0.7182,-4.0801,
0.7357,-4.0819,
0.7533,-4.0843,
0.7708,-4.0867,
0.7883,-4.0885,
0.8058,-4.0894,
0.8233,-4.0892,
0.8408,-4.088,
0.8584,-4.0859,
0.8759,-4.0832,
0.8934,-4.0801,
0.9109,-4.0768,
0.9284,-4.0736,
0.9459,-4.0706,
0.9635,-4.068,
0.981,-4.0658,
0.9985,-4.0642,
1.016,-4.0632,
1.0335,-4.0629,
,,
0,-3.7638,
0.0175,-3.764,
0.035,-3.7647,
0.0526,-3.7657,
0.0701,-3.7672,
0.0876,-3.7691,
0.1051,-3.7714,
0.1226,-3.7741,
0.1401,-3.7772,
0.1577,-3.7808,
0.1752,-3.7847,
0.1927,-3.789,
0.2102,-3.7938,
0.2277,-3.7989,
0.2452,-3.8044,
0.2628,-3.8102,
0.2803,-3.8164,
0.2978,-3.823,
0.3153,-3.8299,
0.3328,-3.8371,
0.3504,-3.8447,
0.3679,-3.8525,
0.3854,-3.8607,
0.4029,-3.8691,
0.4204,-3.8778,
0.4379,-3.8867,
0.4555,-3.8958,
0.473,-3.9051,
0.4905,-3.9146,
0.508,-3.9242,
0.5255,-3.9339,
0.543,-3.9437,
0.5606,-3.9534,
0.5781,-3.963,
0.5956,-3.9723,
0.6131,-3.9813,
0.6306,-3.9898,
0.6481,-3.9973,
0.6657,-4.0036,
0.6832,-4.0082,
0.7007,-4.0105,
0.7182,-4.0104,
0.7357,-4.0081,
0.7533,-4.0041,
0.7708,-3.9988,
0.7883,-3.9926,
0.8058,-3.9858,
0.8233,-3.9786,
0.8408,-3.971,
0.8584,-3.9632,
0.8759,-3.9552,
0.8934,-3.947,
0.9109,-3.9388,
0.9284,-3.9307,
0.9459,-3.9228,
0.9635,-3.9153,
0.981,-3.9087,
0.9985,-3.9032,
1.016,-3.8996,
1.0335,-3.8983,
,,
0,-3.5531,
0.0175,-3.5532,
0.035,-3.5536,
0.0526,-3.5543,
0.0701,-3.5552,
0.0876,-3.5564,
0.1051,-3.5578,
0.1226,-3.5595,
0.1401,-3.5615,
0.1577,-3.5636,
0.1752,-3.566,
0.1927,-3.5687,
0.2102,-3.5715,
0.2277,-3.5746,
0.2452,-3.5778,
0.2628,-3.5813,
0.2803,-3.5849,
0.2978,-3.5887,
0.3153,-3.5926,
0.3328,-3.5967,
0.3504,-3.601,
0.3679,-3.6053,
0.3854,-3.6098,
0.4029,-3.6144,
0.4204,-3.6191,
0.4379,-3.6239,
0.4555,-3.6288,
0.473,-3.6337,
0.4905,-3.6387,
0.508,-3.6438,
0.5255,-3.6489,
0.543,-3.6541,
0.5606,-3.6593,
0.5781,-3.6645,
0.5956,-3.6697,
0.6131,-3.6749,
0.6306,-3.6801,
0.6481,-3.6853,
0.6657,-3.6905,
0.6832,-3.6957,
0.7007,-3.7008,
0.7182,-3.7058,
0.7357,-3.7108,
0.7533,-3.7157,
0.7708,-3.7206,
0.7883,-3.7254,
0.8058,-3.7301,
0.8233,-3.7347,
0.8408,-3.7394,
0.8584,-3.7441,
0.8759,-3.749,
0.8934,-3.7544,
0.9109,-3.7605,
0.9284,-3.7676,
0.9459,-3.7753,
0.9635,-3.7831,
0.981,-3.7904,
0.9985,-3.7964,
1.016,-3.8004,
1.0335,-3.8018,
,,
0,-3.2361,
0.0175,-3.2364,
0.035,-3.2373,
0.0526,-3.2388,
0.0701,-3.2409,
0.0876,-3.2436,
0.1051,-3.2469,
0.1226,-3.2507,
0.1401,-3.2551,
0.1577,-3.2601,
0.1752,-3.2656,
0.1927,-3.2716,
0.2102,-3.2781,
0.2277,-3.285,
0.2452,-3.2925,
0.2628,-3.3003,
0.2803,-3.3086,
0.2978,-3.3173,
0.3153,-3.3264,
0.3328,-3.3359,
0.3504,-3.3457,
0.3679,-3.3558,
0.3854,-3.3662,
0.4029,-3.3769,
0.4204,-3.3879,
0.4379,-3.3992,
0.4555,-3.4106,
0.473,-3.4223,
0.4905,-3.4342,
0.508,-3.4463,
0.5255,-3.4586,
0.543,-3.471,
0.5606,-3.4836,
0.5781,-3.4963,
0.5956,-3.5091,
0.6131,-3.522,
0.6306,-3.5349,
0.6481,-3.548,
0.6657,-3.5611,
0.6832,-3.5743,
0.7007,-3.5874,
0.7182,-3.6006,
0.7357,-3.6137,
0.7533,-3.6268,
0.7708,-3.6399,
0.7883,-3.6528,
0.8058,-3.6655,
0.8233,-3.678,
0.8408,-3.6902,
0.8584,-3.7019,
0.8759,-3.7129,
0.8934,-3.7229,
0.9109,-3.7315,
0.9284,-3.7383,
0.9459,-3.7434,
0.9635,-3.7471,
0.981,-3.7497,
0.9985,-3.7515,
1.016,-3.7525,
1.0335,-3.7528,
,,
0,-2.5629,
0.0175,-2.5638,
0.035,-2.5663,
0.0526,-2.5703,
0.0701,-2.5752,
0.0876,-2.5809,
0.1051,-2.5871,
0.1226,-2.5936,
0.1401,-2.6002,
0.1577,-2.6069,
0.1752,-2.6136,
0.1927,-2.6202,
0.2102,-2.6268,
0.2277,-2.6332,
0.2452,-2.6396,
0.2628,-2.6458,
0.2803,-2.6519,
0.2978,-2.6578,
0.3153,-2.6637,
0.3328,-2.6693,
0.3504,-2.6749,
0.3679,-2.6803,
0.3854,-2.6856,
0.4029,-2.6908,
0.4204,-2.6958,
0.4379,-2.7008,
0.4555,-2.7056,
0.473,-2.7103,
0.4905,-2.7148,
0.508,-2.7193,
0.5255,-2.7236,
0.543,-2.7278,
0.5606,-2.7319,
0.5781,-2.7359,
0.5956,-2.7397,
0.6131,-2.7435,
0.6306,-2.7471,
0.6481,-2.7506,
0.6657,-2.7539,
0.6832,-2.7571,
0.7007,-2.7602,
0.7182,-2.7632,
0.7357,-2.766,
0.7533,-2.7687,
0.7708,-2.7712,
0.7883,-2.7736,
0.8058,-2.7758,
0.8233,-2.7779,
0.8408,-2.7798,
0.8584,-2.7816,
0.8759,-2.7832,
0.8934,-2.7846,
0.9109,-2.7859,
0.9284,-2.787,
0.9459,-2.788,
0.9635,-2.7887,
0.981,-2.7893,
0.9985,-2.7898,
1.016,-2.79,
1.0335,-2.7901,
,,
0,-2.4609,
0.0175,-2.4597,
0.035,-2.4564,
0.0526,-2.4512,
0.0701,-2.4444,
0.0876,-2.4365,
0.1051,-2.4275,
0.1226,-2.4178,
0.1401,-2.4075,
0.1577,-2.3966,
0.1752,-2.3853,
0.1927,-2.3736,
0.2102,-2.3616,
0.2277,-2.3493,
0.2452,-2.3368,
0.2628,-2.3239,
0.2803,-2.3109,
0.2978,-2.2977,
0.3153,-2.2843,
0.3328,-2.2707,
0.3504,-2.257,
0.3679,-2.2431,
0.3854,-2.2291,
0.4029,-2.215,
0.4204,-2.2008,
0.4379,-2.1865,
0.4555,-2.1722,
0.473,-2.1577,
0.4905,-2.1433,
0.508,-2.1287,
0.5255,-2.1142,
0.543,-2.0997,
0.5606,-2.0851,
0.5781,-2.0706,
0.5956,-2.0561,
0.6131,-2.0418,
0.6306,-2.0275,
0.6481,-2.0133,
0.6657,-1.9994,
0.6832,-1.9857,
0.7007,-1.9723,
0.7182,-1.9593,
0.7357,-1.9467,
0.7533,-1.9347,
0.7708,-1.9233,
0.7883,-1.9127,
0.8058,-1.9028,
0.8233,-1.8938,
0.8408,-1.8856,
0.8584,-1.8782,
0.8759,-1.8716,
0.8934,-1.8657,
0.9109,-1.8605,
0.9284,-1.856,
0.9459,-1.8522,
0.9635,-1.849,
0.981,-1.8466,
0.9985,-1.8448,
1.016,-1.8437,
1.0335,-1.8434,
,,
0,-2.0005,
0.0175,-2.0005,
0.035,-2.0002,
0.0526,-1.9998,
0.0701,-1.9992,
0.0876,-1.9985,
0.1051,-1.9976,
0.1226,-1.9965,
0.1401,-1.9953,
0.1577,-1.9939,
0.1752,-1.9923,
0.1927,-1.9906,
0.2102,-1.9887,
0.2277,-1.9866,
0.2452,-1.9844,
0.2628,-1.982,
0.2803,-1.9795,
0.2978,-1.9767,
0.3153,-1.9739,
0.3328,-1.9708,
0.3504,-1.9676,
0.3679,-1.9643,
0.3854,-1.9608,
0.4029,-1.9571,
0.4204,-1.9533,
0.4379,-1.9493,
0.4555,-1.9452,
0.473,-1.9409,
0.4905,-1.9365,
0.508,-1.9319,
0.5255,-1.9272,
0.543,-1.9223,
0.5606,-1.9172,
0.5781,-1.912,
0.5956,-1.9067,
0.6131,-1.9011,
0.6306,-1.8953,
0.6481,-1.8894,
0.6657,-1.8832,
0.6832,-1.8767,
0.7007,-1.8699,
0.7182,-1.8627,
0.7357,-1.8551,
0.7533,-1.8471,
0.7708,-1.8384,
0.7883,-1.8292,
0.8058,-1.8194,
0.8233,-1.809,
0.8408,-1.798,
0.8584,-1.7865,
0.8759,-1.7747,
0.8934,-1.7627,
0.9109,-1.7506,
0.9284,-1.7385,
0.9459,-1.7268,
0.9635,-1.7156,
0.981,-1.7053,
0.9985,-1.6966,
1.016,-1.6904,
1.0335,-1.6881,
,,
0,-1.8312,
0.0175,-1.8309,
0.035,-1.8302,
0.0526,-1.8289,
0.0701,-1.8272,
0.0876,-1.8249,
0.1051,-1.8222,
0.1226,-1.819,
0.1401,-1.8153,
0.1577,-1.8111,
0.1752,-1.8064,
0.1927,-1.8013,
0.2102,-1.7957,
0.2277,-1.7897,
0.2452,-1.7833,
0.2628,-1.7764,
0.2803,-1.7691,
0.2978,-1.7614,
0.3153,-1.7533,
0.3328,-1.7448,
0.3504,-1.736,
0.3679,-1.7268,
0.3854,-1.7172,
0.4029,-1.7073,
0.4204,-1.6971,
0.4379,-1.6866,
0.4555,-1.6758,
0.473,-1.6648,
0.4905,-1.6535,
0.508,-1.642,
0.5255,-1.6304,
0.543,-1.6186,
0.5606,-1.6068,
0.5781,-1.5952,
0.5956,-1.5838,
0.6131,-1.5732,
0.6306,-1.5641,
0.6481,-1.5576,
0.6657,-1.5547,
0.6832,-1.5552,
0.7007,-1.5583,
0.7182,-1.5626,
0.7357,-1.5678,
0.7533,-1.5733,
0.7708,-1.5789,
0.7883,-1.5847,
0.8058,-1.5904,
0.8233,-1.596,
0.8408,-1.6014,
0.8584,-1.6068,
0.8759,-1.6119,
0.8934,-1.6168,
0.9109,-1.6215,
0.9284,-1.6261,
0.9459,-1.6304,
0.9635,-1.6346,
0.981,-1.6387,
0.9985,-1.6425,
1.016,-1.6455,
1.0335,-1.6467,
,,
0,-1.3978,
0.0175,-1.3977,
0.035,-1.3972,
0.0526,-1.3964,
0.0701,-1.3952,
0.0876,-1.3938,
0.1051,-1.3921,
0.1226,-1.3903,
0.1401,-1.3882,
0.1577,-1.3861,
0.1752,-1.384,
0.1927,-1.3821,
0.2102,-1.3807,
0.2277,-1.3799,
0.2452,-1.3802,
0.2628,-1.3815,
0.2803,-1.3841,
0.2978,-1.3877,
0.3153,-1.3923,
0.3328,-1.3974,
0.3504,-1.4031,
0.3679,-1.4092,
0.3854,-1.4155,
0.4029,-1.4221,
0.4204,-1.4288,
0.4379,-1.4355,
0.4555,-1.4424,
0.473,-1.4493,
0.4905,-1.4562,
0.508,-1.463,
0.5255,-1.4698,
0.543,-1.4765,
0.5606,-1.4829,
0.5781,-1.489,
0.5956,-1.4945,
0.6131,-1.499,
0.6306,-1.5019,
0.6481,-1.5019,
0.6657,-1.4981,
0.6832,-1.4907,
0.7007,-1.4807,
0.7182,-1.4692,
0.7357,-1.4572,
0.7533,-1.4452,
0.7708,-1.4345,
0.7883,-1.4285,
0.8058,-1.4314,
0.8233,-1.4408,
0.8408,-1.4525,
0.8584,-1.4651,
0.8759,-1.4779,
0.8934,-1.4906,
0.9109,-1.5031,
0.9284,-1.515,
0.9459,-1.5262,
0.9635,-1.5363,
0.981,-1.545,
0.9985,-1.5517,
1.016,-1.556,
1.0335,-1.5575,
,,
0,-1.2825,
0.0175,-1.2829,
0.035,-1.2841,
0.0526,-1.286,
0.0701,-1.2887,
0.0876,-1.2919,
0.1051,-1.2955,
0.1226,-1.2995,
0.1401,-1.3037,
0.1577,-1.3079,
0.1752,-1.312,
0.1927,-1.3159,
0.2102,-1.3192,
0.2277,-1.3216,
0.2452,-1.323,
0.2628,-1.323,
0.2803,-1.3218,
0.2978,-1.3194,
0.3153,-1.316,
0.3328,-1.3119,
0.3504,-1.3074,
0.3679,-1.3025,
0.3854,-1.2975,
0.4029,-1.2925,
0.4204,-1.2876,
0.4379,-1.2829,
0.4555,-1.2787,
0.473,-1.275,
0.4905,-1.272,
0.508,-1.2698,
0.5255,-1.2685,
0.543,-1.2684,
0.5606,-1.2698,
0.5781,-1.2729,
0.5956,-1.2779,
0.6131,-1.2847,
0.6306,-1.2931,
0.6481,-1.3029,
0.6657,-1.3137,
0.6832,-1.3252,
0.7007,-1.3372,
0.7182,-1.3495,
0.7357,-1.3618,
0.7533,-1.3737,
0.7708,-1.384,
0.7883,-1.3895,
0.8058,-1.3859,
0.8233,-1.3758,
0.8408,-1.3631,
0.8584,-1.3495,
0.8759,-1.3356,
0.8934,-1.3216,
0.9109,-1.3078,
0.9284,-1.2943,
0.9459,-1.2813,
0.9635,-1.2692,
0.981,-1.2584,
0.9985,-1.2495,
1.016,-1.2435,
1.0335,-1.2413,
,,
0,-1.2541,
0.0175,-1.254,
0.035,-1.254,
0.0526,-1.2538,
0.0701,-1.2535,
0.0876,-1.2531,
0.1051,-1.2526,
0.1226,-1.2518,
0.1401,-1.251,
0.1577,-1.2499,
0.1752,-1.2488,
0.1927,-1.2475,
0.2102,-1.2461,
0.2277,-1.2446,
0.2452,-1.243,
0.2628,-1.2413,
0.2803,-1.2395,
0.2978,-1.2375,
0.3153,-1.2354,
0.3328,-1.2332,
0.3504,-1.2308,
0.3679,-1.2283,
0.3854,-1.2255,
0.4029,-1.2226,
0.4204,-1.2196,
0.4379,-1.2164,
0.4555,-1.2132,
0.473,-1.21,
0.4905,-1.207,
0.508,-1.2044,
0.5255,-1.2025,
0.543,-1.2015,
0.5606,-1.2015,
0.5781,-1.2023,
0.5956,-1.2036,
0.6131,-1.2048,
0.6306,-1.2055,
0.6481,-1.2056,
0.6657,-1.2053,
0.6832,-1.2045,
0.7007,-1.2034,
0.7182,-1.2021,
0.7357,-1.2007,
0.7533,-1.1991,
0.7708,-1.1976,
0.7883,-1.196,
0.8058,-1.1944,
0.8233,-1.1929,
0.8408,-1.1915,
0.8584,-1.1902,
0.8759,-1.1892,
0.8934,-1.1884,
0.9109,-1.188,
0.9284,-1.1879,
0.9459,-1.1882,
0.9635,-1.189,
0.981,-1.1901,
0.9985,-1.1916,
1.016,-1.1929,
1.0335,-1.1934,
,,
0,-1.1994,
0.0175,-1.199,
0.035,-1.1979,
0.0526,-1.1962,
0.0701,-1.194,
0.0876,-1.1912,
0.1051,-1.1882,
0.1226,-1.1848,
0.1401,-1.1811,
0.1577,-1.1771,
0.1752,-1.1729,
0.1927,-1.1688,
0.2102,-1.1673,
0.2277,-1.1661,
0.2452,-1.165,
0.2628,-1.164,
0.2803,-1.163,
0.2978,-1.162,
0.3153,-1.1611,
0.3328,-1.1601,
0.3504,-1.159,
0.3679,-1.1578,
0.3854,-1.1566,
0.4029,-1.1551,
0.4204,-1.1535,
0.4379,-1.1516,
0.4555,-1.1497,
0.473,-1.1479,
0.4905,-1.1474,
0.508,-1.1503,
0.5255,-1.156,
0.543,-1.1619,
0.5606,-1.1668,
0.5781,-1.1701,
0.5956,-1.1719,
0.6131,-1.1727,
0.6306,-1.1728,
0.6481,-1.1726,
0.6657,-1.1723,
0.6832,-1.1718,
0.7007,-1.1713,
0.7182,-1.1708,
0.7357,-1.1703,
0.7533,-1.1698,
0.7708,-1.1693,
0.7883,-1.1687,
0.8058,-1.1681,
0.8233,-1.1675,
0.8408,-1.1668,
0.8584,-1.166,
0.8759,-1.165,
0.8934,-1.1639,
0.9109,-1.1626,
0.9284,-1.1611,
0.9459,-1.1593,
0.9635,-1.1572,
0.981,-1.1549,
0.9985,-1.1524,
1.016,-1.1502,
1.0335,-1.1493,
,,
0,-1.1808,
0.0175,-1.1807,
0.035,-1.1802,
0.0526,-1.1795,
0.0701,-1.1785,
0.0876,-1.1772,
0.1051,-1.1759,
0.1226,-1.1744,
0.1401,-1.1728,
0.1577,-1.1713,
0.1752,-1.1699,
0.1927,-1.1681,
0.2102,-1.1636,
0.2277,-1.1585,
0.2452,-1.1532,
0.2628,-1.1475,
0.2803,-1.1416,
0.2978,-1.1354,
0.3153,-1.129,
0.3328,-1.1225,
0.3504,-1.116,
0.3679,-1.1098,
0.3854,-1.1045,
0.4029,-1.1014,
0.4204,-1.1025,
0.4379,-1.1075,
0.4555,-1.1146,
0.473,-1.1219,
0.4905,-1.1276,
0.508,-1.1289,
0.5255,-1.1261,
0.543,-1.1209,
0.5606,-1.1143,
0.5781,-1.1068,
0.5956,-1.0985,
0.6131,-1.0897,
0.6306,-1.0809,
0.6481,-1.0728,
0.6657,-1.0676,
0.6832,-1.0662,
0.7007,-1.067,
0.7182,-1.0687,
0.7357,-1.0708,
0.7533,-1.0732,
0.7708,-1.0757,
0.7883,-1.0783,
0.8058,-1.081,
0.8233,-1.0836,
0.8408,-1.0862,
0.8584,-1.0888,
0.8759,-1.0914,
0.8934,-1.094,
0.9109,-1.0966,
0.9284,-1.0992,
0.9459,-1.1021,
0.9635,-1.1056,
0.981,-1.1097,
0.9985,-1.1143,
1.016,-1.1183,
1.0335,-1.12,
,,
0,-1.1399,
0.0175,-1.1398,
0.035,-1.1394,
0.0526,-1.1388,
0.0701,-1.1379,
0.0876,-1.1367,
0.1051,-1.1352,
0.1226,-1.1333,
0.1401,-1.1311,
0.1577,-1.1284,
0.1752,-1.1254,
0.1927,-1.122,
0.2102,-1.1182,
0.2277,-1.1141,
0.2452,-1.1098,
0.2628,-1.1053,
