k,E,EF
0.7708,-6.1461,
0.7883,-6.1341,
0.8058,-6.1225,
0.8233,-6.1112,
0.8408,-6.1004,
0.8584,-6.0904,
0.8759,-6.0815,
0.8934,-6.0738,
0.9109,-6.0677,
0.9284,-6.063,
0.9459,-6.0597,
0.9635,-6.0574,
0.981,-6.0558,
0.9985,-6.0548,
1.016,-6.0543,
1.0335,-6.0541,
,,
0,-6.1852,
0.0175,-6.1853,
0.035,-6.1858,
0.0526,-6.1864,
0.0701,-6.1871,
0.0876,-6.1875,
0.1051,-6.1874,
0.1226,-6.1862,
0.1401,-6.183,
0.1577,-6.1766,
0.1752,-6.1668,
0.1927,-6.1555,
0.2102,-6.1441,
0.2277,-6.1333,
0.2452,-6.1239,
0.2628,-6.1163,
0.2803,-6.1103,
0.2978,-6.1058,
0.3153,-6.1024,
0.3328,-6.1,
0.3504,-6.0985,
0.3679,-6.0979,
0.3854,-6.098,
0.4029,-6.0987,
0.4204,-6.1,
0.4379,-6.1018,
0.4555,-6.1038,
0.473,-6.1058,
0.4905,-6.1067,
0.508,-6.1054,
0.5255,-6.1018,
0.543,-6.0969,
0.5606,-6.0916,
0.5781,-6.0861,
0.5956,-6.0807,
0.6131,-6.0754,
0.6306,-6.0702,
0.6481,-6.0653,
0.6657,-6.0606,
0.6832,-6.0562,
0.7007,-6.0522,
0.7182,-6.0487,
0.7357,-6.0455,
0.7533,-6.0428,
0.7708,-6.0405,
0.7883,-6.0385,
0.8058,-6.0366,
0.8233,-6.0348,
0.8408,-6.0328,
0.8584,-6.0305,
0.8759,-6.0277,
0.8934,-6.0241,
0.9109,-6.0198,
0.9284,-6.0149,
0.9459,-6.01,
0.9635,-6.0056,
0.981,-6.0021,
0.9985,-5.9997,
1.016,-5.9983,
1.0335,-5.9978,
,,
0,-6.052,
0.0175,-6.0522,
0.035,-6.0526,
0.0526,-6.0534,
0.0701,-6.0543,
0.0876,-6.0554,
0.1051,-6.0567,
0.1226,-6.058,
0.1401,-6.0593,
0.1577,-6.0606,
0.1752,-6.062,
0.1927,-6.0632,
0.2102,-6.0643,
0.2277,-6.0649,
0.2452,-6.065,
0.2628,-6.0644,
0.2803,-6.0633,
0.2978,-6.0615,
0.3153,-6.0591,
0.3328,-6.0557,
0.3504,-6.0513,
0.3679,-6.0458,
0.3854,-6.0394,
0.4029,-6.0321,
0.4204,-6.0243,
0.4379,-6.016,
0.4555,-6.0077,
0.473,-5.9997,
0.4905,-5.9925,
0.508,-5.9867,
0.5255,-5.9831,
0.543,-5.9822,
0.5606,-5.9834,
0.5781,-5.9857,
0.5956,-5.9885,
0.6131,-5.9914,
0.6306,-5.9942,
0.6481,-5.9965,
0.6657,-5.9984,
0.6832,-5.9998,
0.7007,-6.0006,
0.7182,-6.0009,
0.7357,-6.0006,
0.7533,-5.9997,
0.7708,-5.9983,
0.7883,-5.9966,
0.8058,-5.9947,
0.8233,-5.9925,
0.8408,-5.9903,
0.8584,-5.9881,
0.8759,-5.9859,
0.8934,-5.9836,
0.9109,-5.9813,
0.9284,-5.9787,
0.9459,-5.9759,
0.9635,-5.9726,
0.981,-5.9692,
0.9985,-5.9661,
1.016,-5.9638,
1.0335,-5.963,
,,
0,-5.9812,
0.0175,-5.9818,
0.035,-5.9838,
0.0526,-5.9872,
0.0701,-5.992,
0.0876,-5.9979,
0.1051,-6.0046,
0.1226,-6.0116,
0.1401,-6.0186,
0.1577,-6.025,
0.1752,-6.0305,
0.1927,-6.0346,
0.2102,-6.0368,
0.2277,-6.0369,
0.2452,-6.0344,
0.2628,-6.0291,
0.2803,-6.0209,
0.2978,-6.0104,
0.3153,-5.998,
0.3328,-5.9845,
0.3504,-5.9708,
0.3679,-5.9637,
0.3854,-5.9631,
0.4029,-5.9631,
0.4204,-5.9631,
0.4379,-5.9633,
0.4555,-5.9635,
0.473,-5.9638,
0.4905,-5.9641,
0.508,-5.9642,
0.5255,-5.9638,
0.543,-5.9627,
0.5606,-5.9613,
0.5781,-5.96,
0.5956,-5.9589,
0.6131,-5.958,
0.6306,-5.9572,
0.6481,-5.9564,
0.6657,-5.9556,
0.6832,-5.9547,
0.7007,-5.9537,
0.7182,-5.9525,
0.7357,-5.9512,
0.7533,-5.9497,
0.7708,-5.9479,
0.7883,-5.9459,
0.8058,-5.9435,
0.8233,-5.9408,
0.8408,-5.9378,
0.8584,-5.9344,
0.8759,-5.9306,
0.8934,-5.9266,
0.9109,-5.9222,
0.9284,-5.9177,
0.9459,-5.9132,
0.9635,-5.9088,
0.981,-5.9048,
0.9985,-5.9018,
1.016,-5.9,
1.0335,-5.8995,
,,
0,-5.9618,
0.0175,-5.9618,
0.035,-5.9618,
0.0526,-5.9618,
0.0701,-5.9619,
0.0876,-5.962,
0.1051,-5.9621,
0.1226,-5.9622,
0.1401,-5.9623,
0.1577,-5.9624,
0.1752,-5.9624,
0.1927,-5.9625,
0.2102,-5.9625,
0.2277,-5.9625,
0.2452,-5.9625,
0.2628,-5.9625,
0.2803,-5.9625,
0.2978,-5.9624,
0.3153,-5.9624,
0.3328,-5.9623,
0.3504,-5.9616,
0.3679,-5.9538,
0.3854,-5.9393,
0.4029,-5.9245,
0.4204,-5.9104,
0.4379,-5.8984,
0.4555,-5.8918,
0.473,-5.8919,
0.4905,-5.8948,
0.508,-5.8973,
0.5255,-5.8978,
0.543,-5.8957,
0.5606,-5.8911,
0.5781,-5.8844,
0.5956,-5.8761,
0.6131,-5.8669,
0.6306,-5.8569,
0.6481,-5.8467,
0.6657,-5.8363,
0.6832,-5.8262,
0.7007,-5.8165,
0.7182,-5.8081,
0.7357,-5.8025,
0.7533,-5.8017,
0.7708,-5.8048,
0.7883,-5.8096,
0.8058,-5.8151,
0.8233,-5.8209,
0.8408,-5.8268,
0.8584,-5.8328,
0.8759,-5.8388,
0.8934,-5.8447,
0.9109,-5.8505,
0.9284,-5.8561,
0.9459,-5.8614,
0.9635,-5.866,
0.981,-5.8697,
0.9985,-5.8721,
1.016,-5.8732,
1.0335,-5.8734,
,,
0,-5.9371,
0.0175,-5.937,
0.035,-5.9366,
0.0526,-5.9355,
0.0701,-5.9332,
0.0876,-5.9298,
0.1051,-5.9254,
0.1226,-5.92,
0.1401,-5.9138,
0.1577,-5.907,
0.1752,-5.8997,
0.1927,-5.892,
0.2102,-5.8839,
0.2277,-5.8756,
0.2452,-5.867,
0.2628,-5.8583,
0.2803,-5.8495,
0.2978,-5.8407,
0.3153,-5.8322,
0.3328,-5.8245,
0.3504,-5.8195,
0.3679,-5.8208,
0.3854,-5.8283,
0.4029,-5.8376,
0.4204,-5.8463,
0.4379,-5.8522,
0.4555,-5.8517,
0.473,-5.8432,
0.4905,-5.8301,
0.508,-5.8152,
0.5255,-5.7995,
0.543,-5.7835,
0.5606,-5.7673,
0.5781,-5.7511,
0.5956,-5.7378,
0.6131,-5.7429,
0.6306,-5.7487,
0.6481,-5.7544,
0.6657,-5.7602,
0.6832,-5.7658,
0.7007,-5.771,
0.7182,-5.7752,
0.7357,-5.7771,
0.7533,-5.7746,
0.7708,-5.7691,
0.7883,-5.7629,
0.8058,-5.7578,
0.8233,-5.755,
0.8408,-5.7556,
0.8584,-5.7599,
0.8759,-5.7672,
0.8934,-5.7762,
0.9109,-5.7861,
0.9284,-5.7963,
0.9459,-5.8063,
0.9635,-5.8158,
0.981,-5.8244,
0.9985,-5.8316,
1.016,-5.8366,
1.0335,-5.8384,
,,
0,-5.8072,
0.0175,-5.8059,
0.035,-5.802,
0.0526,-5.7959,
0.0701,-5.788,
0.0876,-5.7787,
0.1051,-5.7684,
0.1226,-5.7573,
0.1401,-5.7458,
0.1577,-5.7343,
0.1752,-5.7231,
0.1927,-5.7134,
0.2102,-5.7076,
0.2277,-5.7091,
0.2452,-5.7173,
0.2628,-5.7287,
0.2803,-5.7413,
0.2978,-5.7542,
0.3153,-5.7668,
0.3328,-5.7784,
0.3504,-5.7871,
0.3679,-5.789,
0.3854,-5.784,
0.4029,-5.7761,
0.4204,-5.7673,
0.4379,-5.7581,
0.4555,-5.7489,
0.473,-5.7398,
0.4905,-5.7314,
0.508,-5.7246,
0.5255,-5.7215,
0.543,-5.7229,
0.5606,-5.7268,
0.5781,-5.7317,
0.5956,-5.7342,
0.6131,-5.7185,
0.6306,-5.7025,
0.6481,-5.6867,
0.6657,-5.6712,
0.6832,-5.6566,
0.7007,-5.6442,
0.7182,-5.6387,
0.7357,-5.6429,
0.7533,-5.6518,
0.7708,-5.662,
0.7883,-5.6721,
0.8058,-5.6812,
0.8233,-5.6882,
0.8408,-5.6921,
0.8584,-5.6926,
0.8759,-5.6906,
0.8934,-5.6871,
0.9109,-5.683,
0.9284,-5.6788,
0.9459,-5.675,
0.9635,-5.6716,
0.981,-5.6689,
0.9985,-5.6669,
1.016,-5.6656,
1.0335,-5.6652,
,,
0,-5.5979,
0.0175,-5.5982,
0.035,-5.599,
0.0526,-5.6005,
0.0701,-5.6028,
0.0876,-5.6061,
0.1051,-5.6107,
0.1226,-5.6171,
0.1401,-5.6253,
0.1577,-5.6351,
0.1752,-5.6455,
0.1927,-5.6553,
0.2102,-5.6619,
0.2277,-5.6616,
0.2452,-5.6555,
0.2628,-5.648,
0.2803,-5.6432,
0.2978,-5.6428,
0.3153,-5.6454,
0.3328,-5.6492,
0.3504,-5.6537,
0.3679,-5.6585,
0.3854,-5.6636,
0.4029,-5.6687,
0.4204,-5.674,
0.4379,-5.6792,
0.4555,-5.6844,
0.473,-5.6894,
0.4905,-5.6937,
0.508,-5.6963,
0.5255,-5.6954,
0.543,-5.69,
0.5606,-5.6821,
0.5781,-5.6733,
0.5956,-5.6641,
0.6131,-5.6548,
0.6306,-5.6456,
0.6481,-5.6368,
0.6657,-5.6286,
0.6832,-5.6217,
0.7007,-5.617,
0.7182,-5.6113,
0.7357,-5.6005,
0.7533,-5.5872,
0.7708,-5.5735,
0.7883,-5.5641,
0.8058,-5.5631,
0.8233,-5.5626,
0.8408,-5.5623,
0.8584,-5.562,
0.8759,-5.5618,
0.8934,-5.5616,
0.9109,-5.5614,
0.9284,-5.5613,
0.9459,-5.5612,
0.9635,-5.5611,
0.981,-5.561,
0.9985,-5.5609,
1.016,-5.5609,
1.0335,-5.5609,
,,
0,-5.5745,
0.0175,-5.5747,
0.035,-5.5752,
0.0526,-5.5763,
0.0701,-5.5778,
0.0876,-5.5802,
0.1051,-5.5835,
0.1226,-5.5876,
0.1401,-5.5922,
0.1577,-5.5966,
0.1752,-5.6009,
0.1927,-5.605,
0.2102,-5.6089,
0.2277,-5.6124,
0.2452,-5.6153,
0.2628,-5.6165,
0.2803,-5.6139,
0.2978,-5.6066,
0.3153,-5.5968,
0.3328,-5.5871,
0.3504,-5.5794,
0.3679,-5.5747,
0.3854,-5.5723,
0.4029,-5.5709,
0.4204,-5.5701,
0.4379,-5.5694,
0.4555,-5.5689,
0.473,-5.5685,
0.4905,-5.5681,
0.508,-5.5678,
0.5255,-5.5675,
0.543,-5.5672,
0.5606,-5.5669,
0.5781,-5.5667,
0.5956,-5.5666,
0.6131,-5.5666,
0.6306,-5.5669,
0.6481,-5.5681,
0.6657,-5.5717,
0.6832,-5.5779,
0.7007,-5.5821,
0.7182,-5.581,
0.7357,-5.5759,
0.7533,-5.5697,
0.7708,-5.5653,
0.7883,-5.5598,
0.8058,-5.5483,
0.8233,-5.5382,
0.8408,-5.5293,
0.8584,-5.5213,
0.8759,-5.514,
0.8934,-5.5075,
0.9109,-5.502,
0.9284,-5.4975,
0.9459,-5.494,
0.9635,-5.4914,
0.981,-5.4896,
0.9985,-5.4885,
1.016,-5.4878,
1.0335,-5.4876,
,,
0,-5.499,
0.0175,-5.5019,
0.035,-5.5094,
0.0526,-5.5191,
0.0701,-5.5294,
0.0876,-5.5392,
0.1051,-5.5475,
0.1226,-5.5538,
0.1401,-5.558,
0.1577,-5.5608,
0.1752,-5.5626,
0.1927,-5.5637,
0.2102,-5.5644,
0.2277,-5.5649,
0.2452,-5.565,
0.2628,-5.565,
0.2803,-5.5647,
0.2978,-5.5639,
0.3153,-5.5626,
0.3328,-5.5598,
0.3504,-5.5544,
0.3679,-5.5456,
0.3854,-5.5346,
0.4029,-5.5227,
0.4204,-5.5105,
0.4379,-5.4986,
0.4555,-5.4872,
0.473,-5.4771,
0.4905,-5.4689,
0.508,-5.4642,
0.5255,-5.4664,
0.543,-5.4759,
0.5606,-5.4879,
0.5781,-5.5007,
0.5956,-5.5137,
0.6131,-5.5266,
0.6306,-5.539,
0.6481,-5.5501,
0.6657,-5.5577,
0.6832,-5.5607,
0.7007,-5.5614,
0.7182,-5.5614,
0.7357,-5.5609,
0.7533,-5.5593,
0.7708,-5.5546,
0.7883,-5.5464,
0.8058,-5.5359,
0.8233,-5.5239,
0.8408,-5.5113,
0.8584,-5.4988,
0.8759,-5.487,
0.8934,-5.4763,
0.9109,-5.4671,
0.9284,-5.4592,
0.9459,-5.4523,
0.9635,-5.4457,
0.981,-5.4394,
0.9985,-5.4334,
1.016,-5.428,
1.0335,-5.4251,
,,
0,-5.4413,
0.0175,-5.4391,
0.035,-5.4338,
0.0526,-5.4282,
0.0701,-5.4248,
0.0876,-5.4235,
0.1051,-5.4232,
0.1226,-5.4233,
0.1401,-5.4235,
0.1577,-5.4238,
0.1752,-5.4242,
0.1927,-5.4247,
0.2102,-5.4252,
0.2277,-5.4257,
0.2452,-5.4263,
0.2628,-5.4269,
0.2803,-5.4275,
0.2978,-5.4282,
0.3153,-5.4288,
0.3328,-5.4294,
0.3504,-5.4301,
0.3679,-5.4307,
0.3854,-5.4313,
0.4029,-5.4318,
0.4204,-5.4324,
0.4379,-5.4329,
0.4555,-5.4336,
0.473,-5.4352,
0.4905,-5.4391,
0.508,-5.4455,
0.5255,-5.4498,
0.543,-5.4501,
0.5606,-5.4497,
0.5781,-5.4495,
0.5956,-5.4495,
0.6131,-5.4498,
0.6306,-5.4501,
0.6481,-5.4506,
0.6657,-5.451,
0.6832,-5.4515,
0.7007,-5.452,
0.7182,-5.4524,
0.7357,-5.4528,
0.7533,-5.4531,
0.7708,-5.4532,
0.7883,-5.4532,
0.8058,-5.453,
0.8233,-5.4524,
0.8408,-5.4514,
0.8584,-5.4496,
0.8759,-5.4469,
0.8934,-5.4428,
0.9109,-5.4371,
0.9284,-5.4301,
0.9459,-5.4226,
0.9635,-5.4161,
0.981,-5.4122,
0.9985,-5.4121,
1.016,-5.4147,
1.0335,-5.4168,
,,
0,-5.4201,
0.0175,-5.42,
0.035,-5.4197,
0.0526,-5.4188,
0.0701,-5.4164,
0.0876,-5.4131,
0.1051,-5.41,
0.1226,-5.4075,
0.1401,-5.4055,
0.1577,-5.4039,
0.1752,-5.4026,
0.1927,-5.4014,
0.2102,-5.4004,
0.2277,-5.3996,
0.2452,-5.3989,
0.2628,-5.3982,
0.2803,-5.3977,
0.2978,-5.3973,
0.3153,-5.3969,
0.3328,-5.3966,
0.3504,-5.3964,
0.3679,-5.3963,
0.3854,-5.3964,
0.4029,-5.3967,
0.4204,-5.3975,
0.4379,-5.3991,
0.4555,-5.4026,
0.473,-5.4076,
0.4905,-5.4109,
0.508,-5.4098,
0.5255,-5.4048,
0.543,-5.3983,
0.5606,-5.3943,
0.5781,-5.393,
0.5956,-5.3926,
0.6131,-5.3924,
0.6306,-5.3923,
0.6481,-5.3922,
0.6657,-5.3922,
0.6832,-5.3921,
0.7007,-5.3921,
0.7182,-5.3921,
0.7357,-5.392,
0.7533,-5.392,
0.7708,-5.392,
0.7883,-5.392,
0.8058,-5.392,
0.8233,-5.3921,
0.8408,-5.3921,
0.8584,-5.3922,
0.8759,-5.3923,
0.8934,-5.3925,
0.9109,-5.3928,
0.9284,-5.3933,
0.9459,-5.394,
0.9635,-5.3949,
0.981,-5.3955,
0.9985,-5.3951,
1.016,-5.3944,
1.0335,-5.3942,
,,
0,-5.3825,
0.0175,-5.3818,
0.035,-5.38,
0.0526,-5.3771,
0.0701,-5.374,
0.0876,-5.3713,
0.1051,-5.3694,
0.1226,-5.368,
0.1401,-5.3667,
0.1577,-5.3654,
0.1752,-5.3642,
0.1927,-5.3629,
0.2102,-5.3616,
0.2277,-5.3604,
0.2452,-5.3591,
0.2628,-5.3579,
0.2803,-5.3568,
0.2978,-5.3558,
0.3153,-5.355,
0.3328,-5.3546,
0.3504,-5.3546,
0.3679,-5.3555,
0.3854,-5.358,
0.4029,-5.3627,
0.4204,-5.3696,
0.4379,-5.3773,
0.4555,-5.3837,
0.473,-5.3874,
0.4905,-5.389,
0.508,-5.3896,
0.5255,-5.3895,
0.543,-5.388,
0.5606,-5.3827,
0.5781,-5.3737,
0.5956,-5.3639,
0.6131,-5.3542,
0.6306,-5.3465,
0.6481,-5.3433,
0.6657,-5.3428,
0.6832,-5.3431,
0.7007,-5.3437,
0.7182,-5.3446,
0.7357,-5.3457,
0.7533,-5.347,
0.7708,-5.3485,
0.7883,-5.3503,
0.8058,-5.3524,
0.8233,-5.3547,
0.8408,-5.3573,
0.8584,-5.3602,
0.8759,-5.3633,
0.8934,-5.3666,
0.9109,-5.37,
0.9284,-5.3733,
0.9459,-5.3761,
0.9635,-5.378,
0.981,-5.3785,
0.9985,-5.3777,
1.016,-5.3764,
1.0335,-5.3758,
,,
0,-5.3656,
0.0175,-5.3653,
0.035,-5.3645,
0.0526,-5.3628,
0.0701,-5.3596,
0.0876,-5.3548,
0.1051,-5.3498,
0.1226,-5.3458,
0.1401,-5.3431,
0.1577,-5.3412,
0.1752,-5.3398,
0.1927,-5.3386,
0.2102,-5.3374,
0.2277,-5.3364,
0.2452,-5.3354,
0.2628,-5.3344,
0.2803,-5.3335,
0.2978,-5.3327,
0.3153,-5.3322,
0.3328,-5.332,
0.3504,-5.3324,
0.3679,-5.3336,
0.3854,-5.3357,
0.4029,-5.3378,
0.4204,-5.3393,
0.4379,-5.34,
0.4555,-5.3403,
0.473,-5.3403,
0.4905,-5.3402,
0.508,-5.34,
0.5255,-5.3399,
0.543,-5.3397,
0.5606,-5.3395,
0.5781,-5.3394,
0.5956,-5.3392,
0.6131,-5.3386,
0.6306,-5.3364,
0.6481,-5.3302,
0.6657,-5.3222,
0.6832,-5.3147,
0.7007,-5.3087,
0.7182,-5.3044,
0.7357,-5.3016,
0.7533,-5.2998,
0.7708,-5.2987,
0.7883,-5.2979,
0.8058,-5.2974,
0.8233,-5.2972,
0.8408,-5.2971,
0.8584,-5.2971,
0.8759,-5.2974,
0.8934,-5.2978,
0.9109,-5.2985,
0.9284,-5.2995,
0.9459,-5.3007,
0.9635,-5.3023,
0.981,-5.3042,
0.9985,-5.306,
1.016,-5.3075,
1.0335,-5.308,
,,
0,-5.3352,
0.0175,-5.335,
0.035,-5.3345,
0.0526,-5.3334,
0.0701,-5.3315,
0.0876,-5.3282,
0.1051,-5.3224,
0.1226,-5.3136,
0.1401,-5.3023,
0.1577,-5.2894,
0.1752,-5.2756,
0.1927,-5.2614,
0.2102,-5.2472,
0.2277,-5.2351,
0.2452,-5.2363,
0.2628,-5.2417,
0.2803,-5.249,
0.2978,-5.2577,
0.3153,-5.2674,
0.3328,-5.2774,
0.3504,-5.2869,
0.3679,-5.2951,
0.3854,-5.3012,
0.4029,-5.3048,
0.4204,-5.3066,
0.4379,-5.3071,
0.4555,-5.3069,
0.473,-5.3062,
0.4905,-5.3053,
0.508,-5.3043,
0.5255,-5.3032,
0.543,-5.3021,
0.5606,-5.3009,
0.5781,-5.2998,
0.5956,-5.2986,
0.6131,-5.2973,
0.6306,-5.296,
0.6481,-5.2945,
0.6657,-5.2927,
0.6832,-5.2903,
0.7007,-5.2869,
0.7182,-5.2825,
0.7357,-5.2773,
0.7533,-5.272,
0.7708,-5.2671,
0.7883,-5.2628,
0.8058,-5.2594,
0.8233,-5.2568,
0.8408,-5.2552,
0.8584,-5.2544,
0.8759,-5.2545,
0.8934,-5.2553,
0.9109,-5.2567,
0.9284,-5.2587,
0.9459,-5.2611,
0.9635,-5.2637,
0.981,-5.2661,
0.9985,-5.268,
1.016,-5.2692,
1.0335,-5.2697,
,,
0,-5.2252,
0.0175,-5.2252,
0.035,-5.2251,
0.0526,-5.2251,
0.0701,-5.2251,
0.0876,-5.2251,
0.1051,-5.2251,
0.1226,-5.2252,
0.1401,-5.2254,
0.1577,-5.2258,
0.1752,-5.2264,
0.1927,-5.2274,
0.2102,-5.2289,
0.2277,-5.2294,
0.2452,-5.2188,
0.2628,-5.2077,
0.2803,-5.2007,
0.2978,-5.1979,
0.3153,-5.197,
0.3328,-5.1967,
0.3504,-5.1962,
0.3679,-5.1955,
0.3854,-5.1946,
0.4029,-5.1936,
0.4204,-5.1924,
0.4379,-5.1911,
0.4555,-5.1897,
0.473,-5.1883,
0.4905,-5.1868,
0.508,-5.1854,
0.5255,-5.184,
0.543,-5.1827,
0.5606,-5.1815,
0.5781,-5.1804,
0.5956,-5.1795,
0.6131,-5.1787,
0.6306,-5.1781,
0.6481,-5.1778,
0.6657,-5.1777,
0.6832,-5.1779,
0.7007,-5.1783,
0.7182,-5.1789,
0.7357,-5.1798,
0.7533,-5.181,
0.7708,-5.1824,
0.7883,-5.1841,
0.8058,-5.186,
0.8233,-5.1883,
0.8408,-5.1909,
0.8584,-5.1939,
0.8759,-5.1974,
0.8934,-5.2011,
0.9109,-5.2051,
0.9284,-5.209,
0.9459,-5.2126,
0.9635,-5.2158,
0.981,-5.2183,
0.9985,-5.2202,
1.016,-5.2213,
1.0335,-5.2217,
,,
0,-5.0127,
0.0175,-5.0142,
0.035,-5.02,
0.0526,-5.0304,
0.0701,-5.0429,
0.0876,-5.0563,
0.1051,-5.0698,
0.1226,-5.0834,
0.1401,-5.0969,
0.1577,-5.1102,
0.1752,-5.123,
0.1927,-5.1353,
0.2102,-5.1465,
0.2277,-5.1562,
0.2452,-5.1635,
0.2628,-5.1667,
0.2803,-5.1639,
0.2978,-5.1549,
0.3153,-5.1426,
0.3328,-5.129,
0.3504,-5.1151,
0.3679,-5.1013,
0.3854,-5.088,
0.4029,-5.0757,
0.4204,-5.0651,
0.4379,-5.0569,
0.4555,-5.0514,
0.473,-5.0484,
0.4905,-5.0471,
0.508,-5.0467,
0.5255,-5.047,
0.543,-5.0475,
0.5606,-5.0483,
0.5781,-5.0491,
0.5956,-5.0499,
0.6131,-5.0506,
0.6306,-5.0514,
0.6481,-5.0521,
0.6657,-5.0529,
0.6832,-5.0543,
0.7007,-5.0573,
0.7182,-5.0628,
0.7357,-5.0702,
0.7533,-5.0786,
0.7708,-5.0872,
0.7883,-5.0958,
0.8058,-5.1043,
0.8233,-5.1126,
0.8408,-5.1204,
0.8584,-5.1276,
0.8759,-5.1342,
0.8934,-5.1401,
0.9109,-5.1451,
0.9284,-5.1493,
0.9459,-5.1528,
0.9635,-5.1555,
0.981,-5.1576,
0.9985,-5.159,
1.016,-5.1599,
1.0335,-5.1602,
,,
0,-4.9827,
0.0175,-4.9923,
0.035,-5,
0.0526,-5.0034,
0.0701,-5.0049,
0.0876,-5.0058,
0.1051,-5.0065,
0.1226,-5.0072,
0.1401,-5.0078,
0.1577,-5.0085,
0.1752,-5.0092,
0.1927,-5.01,
0.2102,-5.0108,
0.2277,-5.0116,
0.2452,-5.0125,
0.2628,-5.0134,
0.2803,-5.0143,
0.2978,-5.0152,
0.3153,-5.0161,
0.3328,-5.0169,
0.3504,-5.0175,
0.3679,-5.0178,
0.3854,-5.0176,
0.4029,-5.0167,
0.4204,-5.0143,
0.4379,-5.01,
0.4555,-5.0035,
0.473,-4.9954,
0.4905,-4.9868,
0.508,-4.979,
0.5255,-4.9736,
0.543,-4.9727,
0.5606,-4.9772,
0.5781,-4.9845,
0.5956,-4.9927,
0.6131,-5.0014,
0.6306,-5.0101,
0.6481,-5.0188,
0.6657,-5.0273,
0.6832,-5.0351,
0.7007,-5.0412,
0.7182,-5.0445,
0.7357,-5.0457,
0.7533,-5.0458,
0.7708,-5.0455,
0.7883,-5.0449,
0.8058,-5.0441,
0.8233,-5.0431,
0.8408,-5.0419,
0.8584,-5.0405,
0.8759,-5.0387,
0.8934,-5.0367,
0.9109,-5.0345,
0.9284,-5.0321,
0.9459,-5.0296,
0.9635,-5.0272,
0.981,-5.025,
0.9985,-5.0233,
1.016,-5.0221,
1.0335,-5.0217,
,,
0,-4.9791,
0.0175,-4.9681,
0.035,-4.9552,
0.0526,-4.9423,
0.0701,-4.9295,
0.0876,-4.917,
0.1051,-4.9049,
0.1226,-4.8935,
0.1401,-4.8829,
0.1577,-4.8735,
0.1752,-4.8656,
0.1927,-4.8596,
0.2102,-4.8556,
0.2277,-4.8538,
0.2452,-4.8538,
0.2628,-4.8554,
0.2803,-4.8581,
0.2978,-4.8618,
0.3153,-4.8663,
0.3328,-4.8714,
0.3504,-4.877,
0.3679,-4.8832,
0.3854,-4.8898,
0.4029,-4.8967,
0.4204,-4.904,
0.4379,-4.9116,
0.4555,-4.9194,
0.473,-4.9273,
0.4905,-4.9352,
0.508,-4.943,
0.5255,-4.9499,
0.543,-4.9544,
0.5606,-4.9563,
0.5781,-4.9582,
0.5956,-4.9615,
0.6131,-4.9659,
0.6306,-4.9711,
0.6481,-4.9767,
0.6657,-4.9825,
0.6832,-4.9883,
0.7007,-4.9938,
0.7182,-4.9988,
0.7357,-5.0033,
0.7533,-5.0071,
0.7708,-5.01,
0.7883,-5.012,
0.8058,-5.0131,
0.8233,-5.0133,
0.8408,-5.0127,
0.8584,-5.0115,
0.8759,-5.0098,
0.8934,-5.0079,
0.9109,-5.0059,
0.9284,-5.004,
0.9459,-5.0023,
0.9635,-5.001,
0.981,-5,
0.9985,-4.9995,
1.016,-4.9993,
1.0335,-4.9993,
,,
0,-4.7894,
0.0175,-4.7895,
0.035,-4.7897,
0.0526,-4.7901,
0.0701,-4.7906,
0.0876,-4.7912,
0.1051,-4.7917,
0.1226,-4.7921,
0.1401,-4.7922,
0.1577,-4.7917,
0.1752,-4.7905,
0.1927,-4.7882,
0.2102,-4.7852,
0.2277,-4.7827,
0.2452,-4.7836,
0.2628,-4.7882,
0.2803,-4.7945,
0.2978,-4.8015,
0.3153,-4.8087,
0.3328,-4.8162,
0.3504,-4.8236,
0.3679,-4.8312,
0.3854,-4.8386,
0.4029,-4.8461,
0.4204,-4.8534,
0.4379,-4.8605,
0.4555,-4.8674,
0.473,-4.874,
0.4905,-4.88,
0.508,-4.8852,
0.5255,-4.8893,
0.543,-4.8919,
0.5606,-4.8927,
0.5781,-4.8923,
0.5956,-4.8911,
0.6131,-4.8901,
0.6306,-4.8897,
0.6481,-4.8902,
0.6657,-4.8917,
0.6832,-4.894,
0.7007,-4.897,
0.7182,-4.9005,
0.7357,-4.9043,
0.7533,-4.9085,
0.7708,-4.9128,
0.7883,-4.9173,
0.8058,-4.9218,
0.8233,-4.9263,
0.8408,-4.9307,
0.8584,-4.9351,
0.8759,-4.9393,
0.8934,-4.9433,
0.9109,-4.947,
0.9284,-4.9504,
0.9459,-4.9534,
0.9635,-4.9558,
0.981,-4.9577,
0.9985,-4.959,
1.016,-4.9598,
1.0335,-4.96,
,,
0,-4.7132,
0.0175,-4.7136,
0.035,-4.7149,
0.0526,-4.717,
0.0701,-4.7198,
0.0876,-4.7234,
0.1051,-4.7275,
0.1226,-4.7322,
0.1401,-4.7373,
0.1577,-4.7428,
0.1752,-4.7485,
0.1927,-4.7542,
0.2102,-4.7596,
0.2277,-4.7633,
0.2452,-4.7629,
0.2628,-4.7584,
0.2803,-4.7524,
0.2978,-4.7466,
0.3153,-4.7422,
0.3328,-4.7401,
0.3504,-4.7403,
0.3679,-4.7424,
0.3854,-4.7454,
0.4029,-4.7491,
0.4204,-4.7531,
0.4379,-4.7571,
0.4555,-4.7611,
0.473,-4.765,
0.4905,-4.7685,
0.508,-4.7715,
